,date,open,high,low,close,volumn,tic,openinterest,day
31,2018-02-06,89.75,94.22,88.51,85.93,7244000,AXP,0,1
32,2018-02-07,93.53,94.85,93.41,85.41,3796800,AXP,0,2
33,2018-02-08,93.75,93.97,88.28,80.6,5814900,AXP,0,3
34,2018-02-09,89.47,92.52,87.54,83.69,8017600,AXP,0,4
35,2018-02-12,92.58,95.68,92.42,86.41,7419200,AXP,0,0
36,2018-02-13,94.03,94.81,92.82,86.28,3366700,AXP,0,1
37,2018-02-14,93.97,96.56,93.67,87.8,3446800,AXP,0,2
38,2018-02-15,97.06,97.21,95.44,88.1,3057400,AXP,0,3
39,2018-02-16,96.37,97.49,96.25,88.31,3280700,AXP,0,4
40,2018-02-20,96.58,97.71,96.5,88.68,3514700,AXP,0,1
41,2018-02-21,96.92,98.49,96.75,88.96,4431500,AXP,0,2
42,2018-02-22,97.59,98.07,97.05,88.83,4270100,AXP,0,3
43,2018-02-23,97.78,98.84,97.55,90.15,2440600,AXP,0,4
44,2018-02-26,99.43,101.68,98.97,92.74,4953100,AXP,0,0
45,2018-02-27,101.66,102.12,99.58,90.86,5167300,AXP,0,1
46,2018-02-28,100.04,100.36,97.43,88.97,4053700,AXP,0,2
47,2018-03-01,97.82,98.3,94.53,86.81,4369800,AXP,0,3
48,2018-03-02,94.63,95.75,93.2,87.23,3584700,AXP,0,4
49,2018-03-05,95.09,97.29,94.7,88.2,2661400,AXP,0,0
50,2018-03-06,96.99,96.99,95.14,87.66,3221100,AXP,0,1
51,2018-03-07,95.21,95.73,94.28,87.27,3594900,AXP,0,2
52,2018-03-08,96.05,96.68,95.09,88.13,3760500,AXP,0,3
53,2018-03-09,97.58,99.11,97.06,90.38,3044300,AXP,0,4
54,2018-03-12,99.09,99.7,97.48,89.12,4020900,AXP,0,0
55,2018-03-13,98.12,98.23,95.08,87.02,4858700,AXP,0,1
56,2018-03-14,95.96,96.17,94.09,86.25,3013800,AXP,0,2
57,2018-03-15,95.06,95.41,93.96,86.12,3213000,AXP,0,3
58,2018-03-16,94.55,96.39,94.27,87.24,5124900,AXP,0,4
59,2018-03-19,95.44,95.48,93.8,86.54,2610400,AXP,0,0
60,2018-03-20,95.35,95.65,94.72,86.64,2501600,AXP,0,1
61,2018-03-21,94.62,96.27,94.4,86.44,2124000,AXP,0,2
62,2018-03-22,93.74,93.96,91.12,83.41,4113900,AXP,0,3
63,2018-03-23,91.82,92.36,90.41,82.53,5100400,AXP,0,4
64,2018-03-26,91.37,92.99,90.8,84.51,2769800,AXP,0,0
65,2018-03-27,92.81,93.74,90.87,83.41,4357300,AXP,0,1
66,2018-03-28,91.76,93.54,91.6,84.14,5509700,AXP,0,2
67,2018-03-29,92.39,94.37,92.29,85.11,4940600,AXP,0,3
68,2018-04-02,93.14,93.55,89.96,83.03,4998400,AXP,0,0
69,2018-04-03,91.55,92.93,91.18,84.62,2864500,AXP,0,1
70,2018-04-04,91.21,93.92,91.08,85.39,4619200,AXP,0,2
71,2018-04-05,94.2,95.05,93.8,86.27,2482300,AXP,0,3
72,2018-04-06,93.24,93.81,90.81,84.18,2968900,AXP,0,4
73,2018-04-09,92.7,94.24,91.96,84.39,3109700,AXP,0,0
74,2018-04-10,93.41,93.69,92.53,85.18,4584000,AXP,0,1
75,2018-04-11,91.94,92.81,91.36,83.89,4064900,AXP,0,2
76,2018-04-12,92.52,93.94,92.06,85.5,3137300,AXP,0,3
77,2018-04-13,94.13,94.3,92.54,85.2,2510300,AXP,0,4
78,2018-04-16,93.78,94.2,93.11,85.72,2811500,AXP,0,0
79,2018-04-17,93.96,94.6,93.59,85.96,2651700,AXP,0,1
80,2018-04-18,94.04,95.24,94.0,87.14,4981400,AXP,0,2
81,2018-04-19,99.36,102.96,99.05,93.76,11716900,AXP,0,3
82,2018-04-20,102.2,102.67,100.37,92.31,5614700,AXP,0,4
83,2018-04-23,100.78,101.16,99.91,92.14,3183300,AXP,0,0
84,2018-04-24,101.19,101.71,99.58,91.99,5048900,AXP,0,1
85,2018-04-25,100.0,100.3,97.9,90.47,5129200,AXP,0,2
86,2018-04-26,98.85,100.51,98.56,91.8,3021100,AXP,0,3
87,2018-04-27,99.99,100.29,98.93,91.23,2017000,AXP,0,4
88,2018-04-30,100.0,100.37,98.73,90.44,2567000,AXP,0,0
89,2018-05-01,98.82,98.82,97.29,90.29,2915200,AXP,0,1
90,2018-05-02,98.06,99.37,97.55,89.42,3542000,AXP,0,2
91,2018-05-03,97.17,97.32,95.51,88.97,3572300,AXP,0,3
92,2018-05-04,96.35,98.95,96.04,90.07,2363200,AXP,0,4
93,2018-05-07,98.53,98.99,98.29,90.29,2152100,AXP,0,0
94,2018-05-08,98.78,100.37,98.39,91.35,3199100,AXP,0,1
95,2018-05-09,100.22,100.97,99.49,92.04,2694300,AXP,0,2
96,2018-05-10,100.71,101.87,100.22,92.85,2847600,AXP,0,3
97,2018-05-11,101.49,102.68,101.27,92.89,2522100,AXP,0,4
98,2018-05-14,101.69,102.15,101.11,92.77,2234800,AXP,0,0
99,2018-05-15,100.82,101.23,99.97,92.26,3442300,AXP,0,1
100,2018-05-16,100.28,101.24,100.23,92.13,2135200,AXP,0,2
101,2018-05-17,100.65,101.64,100.3,92.7,2876100,AXP,0,3
102,2018-05-18,100.93,101.33,100.46,92.49,2927600,AXP,0,4
103,2018-05-21,101.57,102.38,101.35,93.45,2084000,AXP,0,0
104,2018-05-22,102.32,103.24,102.08,94.06,2910700,AXP,0,1
105,2018-05-23,101.82,102.25,100.91,93.35,2553900,AXP,0,2
106,2018-05-24,101.69,102.31,100.72,93.43,2230000,AXP,0,3
107,2018-05-25,101.35,101.64,100.47,92.59,1850800,AXP,0,4
108,2018-05-29,99.84,99.84,96.98,89.5,4377800,AXP,0,1
109,2018-05-30,98.85,99.42,97.96,90.66,3076800,AXP,0,2
110,2018-05-31,98.68,99.36,97.8,90.03,2780300,AXP,0,3
111,2018-06-01,99.34,99.61,98.22,89.98,2711200,AXP,0,4
112,2018-06-04,98.81,99.51,98.64,91.08,2417400,AXP,0,0
113,2018-06-05,99.12,99.41,98.43,90.95,1811500,AXP,0,1
114,2018-06-06,100.0,101.0,99.57,92.47,2872700,AXP,0,2
115,2018-06-07,101.44,102.39,100.89,92.94,4245700,AXP,0,3
116,2018-06-08,101.29,101.3,99.59,92.5,3580500,AXP,0,4
117,2018-06-11,101.18,101.67,100.79,92.69,3453000,AXP,0,0
118,2018-06-12,101.5,101.5,100.24,92.25,2426100,AXP,0,1
119,2018-06-13,100.87,100.88,99.96,91.6,3183800,AXP,0,2
120,2018-06-14,100.52,101.1,99.51,91.37,3285500,AXP,0,3
121,2018-06-15,99.22,99.27,97.31,90.23,6741200,AXP,0,4
122,2018-06-18,97.85,98.55,97.31,90.18,3621300,AXP,0,0
123,2018-06-19,97.14,97.93,96.62,88.97,3119600,AXP,0,1
124,2018-06-20,97.7,97.89,96.36,88.31,4495300,AXP,0,2
125,2018-06-21,96.16,96.96,95.76,88.5,3350700,AXP,0,3
126,2018-06-22,97.35,97.96,97.07,89.05,7235400,AXP,0,4
127,2018-06-25,97.05,100.1,95.65,90.25,7996700,AXP,0,0
128,2018-06-26,99.5,99.83,98.07,89.95,5166100,AXP,0,1
129,2018-06-27,98.43,99.41,96.93,88.8,3693700,AXP,0,2
130,2018-06-28,97.01,97.45,96.57,88.81,3142300,AXP,0,3
131,2018-06-29,98.13,99.48,97.65,89.75,4698500,AXP,0,4
132,2018-07-02,97.4,99.04,97.16,90.67,3148700,AXP,0,0
133,2018-07-03,99.31,99.31,97.72,89.61,2041200,AXP,0,1
134,2018-07-05,98.35,98.63,97.63,90.56,2385500,AXP,0,3
135,2018-07-06,98.46,99.03,98.2,90.55,1996600,AXP,0,4
136,2018-07-09,99.26,100.01,99.08,91.83,4991700,AXP,0,0
137,2018-07-10,99.91,100.47,99.57,91.83,4675500,AXP,0,1
138,2018-07-11,99.66,100.8,99.66,92.19,3469600,AXP,0,2
139,2018-07-12,101.03,101.33,100.6,92.97,3688800,AXP,0,3
140,2018-07-13,101.08,101.15,99.62,92.37,3456500,AXP,0,4
141,2018-07-16,100.6,100.88,100.07,92.55,3264800,AXP,0,0
142,2018-07-17,100.78,101.46,100.65,92.97,3092200,AXP,0,1
143,2018-07-18,101.55,103.07,101.42,94.65,5923800,AXP,0,2
144,2018-07-19,100.2,101.37,99.28,92.07,7171100,AXP,0,3
145,2018-07-20,100.13,101.3,99.98,92.05,3325500,AXP,0,4
146,2018-07-23,100.15,101.4,100.01,93.04,2617900,AXP,0,0
147,2018-07-24,101.46,102.09,101.17,93.49,3155100,AXP,0,1
148,2018-07-25,101.23,102.78,101.08,94.33,2549400,AXP,0,2
149,2018-07-26,102.84,103.15,102.36,94.21,2744000,AXP,0,3
150,2018-07-27,102.87,104.24,102.67,95.45,3815800,AXP,0,4
151,2018-07-30,102.73,103.11,100.35,92.7,4423000,AXP,0,0
152,2018-07-31,101.05,101.2,99.44,91.47,4330400,AXP,0,1
153,2018-08-01,99.9,100.93,99.17,91.41,3315400,AXP,0,2
154,2018-08-02,98.9,99.93,98.67,91.67,2481800,AXP,0,3
155,2018-08-03,99.96,100.9,99.7,92.64,1830400,AXP,0,4
156,2018-08-06,100.77,101.32,100.4,92.76,2004600,AXP,0,0
157,2018-08-07,101.49,102.75,101.37,93.73,1852800,AXP,0,1
158,2018-08-08,102.0,102.95,101.81,94.47,2228900,AXP,0,2
159,2018-08-09,102.44,103.32,102.28,94.66,2435500,AXP,0,3
160,2018-08-10,102.09,102.2,101.17,93.37,2473800,AXP,0,4
161,2018-08-13,101.48,102.3,101.4,93.58,3389200,AXP,0,0
162,2018-08-14,101.93,102.6,101.83,93.92,2327100,AXP,0,1
163,2018-08-15,101.57,101.93,100.84,93.3,2219600,AXP,0,2
164,2018-08-16,101.9,103.14,101.87,94.35,2290400,AXP,0,3
165,2018-08-17,102.63,103.31,102.06,94.7,1950800,AXP,0,4
166,2018-08-20,103.02,103.97,102.93,95.44,2267900,AXP,0,0
167,2018-08-21,103.92,105.25,103.76,96.34,3218400,AXP,0,1
168,2018-08-22,104.9,106.26,104.51,97.27,2761300,AXP,0,2
169,2018-08-23,105.54,106.02,105.16,96.85,1866800,AXP,0,3
170,2018-08-24,105.91,106.34,105.45,97.21,1844000,AXP,0,4
171,2018-08-27,106.79,107.33,106.28,98.39,1972000,AXP,0,0
172,2018-08-28,107.06,107.43,106.68,98.61,2275000,AXP,0,1
173,2018-08-29,107.04,107.31,105.89,98.08,1896200,AXP,0,2
174,2018-08-30,106.6,106.67,105.97,97.64,1868300,AXP,0,3
175,2018-08-31,105.52,106.4,105.3,97.41,2115500,AXP,0,4
176,2018-09-04,106.35,107.27,105.58,98.36,2941800,AXP,0,1
177,2018-09-05,107.0,107.25,104.88,97.14,5511800,AXP,0,2
178,2018-09-06,105.5,105.87,104.55,96.88,3623900,AXP,0,3
179,2018-09-07,105.64,106.35,105.35,97.5,2498400,AXP,0,4
180,2018-09-10,106.56,107.8,106.56,98.62,3337000,AXP,0,0
181,2018-09-11,106.71,108.47,106.47,99.55,2795800,AXP,0,1
182,2018-09-12,108.31,108.69,107.66,99.16,4103100,AXP,0,2
183,2018-09-13,108.2,109.19,107.93,99.87,3429600,AXP,0,3
184,2018-09-14,108.84,110.01,108.84,100.7,2999800,AXP,0,4
185,2018-09-17,110.21,110.24,108.94,100.37,2383100,AXP,0,0
186,2018-09-18,109.44,109.87,108.97,100.78,2173200,AXP,0,1
187,2018-09-19,110.0,110.46,109.73,101.2,2365700,AXP,0,2
188,2018-09-20,110.85,111.77,110.65,102.13,2844800,AXP,0,3
189,2018-09-21,111.29,111.51,110.76,101.93,5662900,AXP,0,4
190,2018-09-24,110.74,110.84,109.35,100.97,1871600,AXP,0,0
191,2018-09-25,110.24,110.24,109.38,100.99,1910600,AXP,0,1
192,2018-09-26,110.08,110.11,107.8,99.28,2944200,AXP,0,2
193,2018-09-27,108.01,108.35,107.34,99.13,2121700,AXP,0,3
194,2018-09-28,107.27,107.87,106.28,97.88,3931500,AXP,0,4
195,2018-10-01,107.81,108.99,107.61,99.18,3361300,AXP,0,0
196,2018-10-02,108.01,108.47,107.31,99.63,2223100,AXP,0,1
197,2018-10-03,109.25,109.4,108.25,99.68,2505100,AXP,0,2
198,2018-10-04,108.25,108.85,106.81,99.39,2478700,AXP,0,3
199,2018-10-05,108.06,108.47,106.72,98.92,2399800,AXP,0,4
200,2018-10-08,106.63,107.23,105.57,98.69,2723400,AXP,0,0
201,2018-10-09,106.3,106.93,105.94,98.39,2604400,AXP,0,1
202,2018-10-10,106.96,107.01,103.52,95.54,4555600,AXP,0,2
203,2018-10-11,103.22,104.34,101.55,93.7,6069300,AXP,0,3
204,2018-10-12,104.31,104.92,101.71,95.01,4855900,AXP,0,4
205,2018-10-15,102.85,103.56,102.21,94.66,2780900,AXP,0,0
206,2018-10-16,103.07,104.47,102.69,96.19,3121000,AXP,0,1
207,2018-10-17,104.33,105.29,103.92,96.25,3792400,AXP,0,2
208,2018-10-18,104.53,104.76,102.29,94.87,4538200,AXP,0,3
209,2018-10-19,104.06,107.55,104.06,98.45,5726300,AXP,0,4
210,2018-10-22,106.61,106.96,104.45,96.41,5003100,AXP,0,0
211,2018-10-23,102.41,104.52,101.84,96.29,4223800,AXP,0,1
212,2018-10-24,104.43,104.95,101.51,93.94,4056700,AXP,0,2
213,2018-10-25,102.48,104.17,101.8,95.57,3378900,AXP,0,3
214,2018-10-26,102.54,102.66,100.14,93.4,5395700,AXP,0,4
215,2018-10-29,102.47,103.25,100.04,93.34,4238700,AXP,0,0
216,2018-10-30,101.6,102.39,100.41,94.17,3778200,AXP,0,1
217,2018-10-31,103.06,103.71,102.55,94.76,4511300,AXP,0,2
218,2018-11-01,103.26,104.27,103.02,95.97,2786800,AXP,0,3
219,2018-11-02,104.93,105.05,102.89,95.67,4322200,AXP,0,4
220,2018-11-05,104.04,105.4,103.8,97.05,2697700,AXP,0,0
221,2018-11-06,104.98,105.66,104.37,96.84,2856000,AXP,0,1
222,2018-11-07,105.73,107.48,104.9,98.99,3606900,AXP,0,2
223,2018-11-08,107.03,108.63,107.03,100.09,2896700,AXP,0,3
224,2018-11-09,108.38,109.33,107.35,99.88,4444000,AXP,0,4
225,2018-11-12,108.16,108.44,106.3,98.23,3154600,AXP,0,0
226,2018-11-13,106.65,108.2,106.47,99.5,3021800,AXP,0,1
227,2018-11-14,108.61,109.33,106.89,99.41,4978100,AXP,0,2
228,2018-11-15,106.68,109.7,106.34,101.1,3742600,AXP,0,3
229,2018-11-16,108.58,110.38,108.58,100.97,3486200,AXP,0,4
230,2018-11-19,109.9,110.02,107.42,99.86,3161200,AXP,0,0
231,2018-11-20,107.55,107.9,105.46,97.86,3779000,AXP,0,1
232,2018-11-21,106.37,107.67,106.13,98.24,2791000,AXP,0,2
233,2018-11-23,105.88,106.45,105.31,97.54,938800,AXP,0,4
234,2018-11-26,107.15,109.73,106.83,101.18,4488500,AXP,0,0
235,2018-11-27,109.5,110.36,108.73,101.57,2837900,AXP,0,1
236,2018-11-28,110.33,113.18,110.33,104.14,3995900,AXP,0,2
237,2018-11-29,112.0,112.26,110.48,102.68,4249500,AXP,0,3
238,2018-11-30,110.37,112.45,110.37,103.57,3949500,AXP,0,4
239,2018-12-03,113.99,114.55,112.0,103.65,3399400,AXP,0,0
240,2018-12-04,111.86,112.16,107.54,99.29,5238400,AXP,0,1
241,2018-12-06,105.64,108.39,104.78,99.86,7455200,AXP,0,3
242,2018-12-07,108.2,109.62,105.76,98.41,4419400,AXP,0,4
243,2018-12-10,105.94,106.72,103.5,97.59,4110000,AXP,0,0
244,2018-12-11,107.39,108.01,104.51,97.23,3132200,AXP,0,1
245,2018-12-12,107.27,108.73,106.5,99.15,4183800,AXP,0,2
246,2018-12-13,107.77,108.36,106.33,98.43,3542600,AXP,0,3
247,2018-12-14,105.77,106.45,104.93,97.5,5245400,AXP,0,4
248,2018-12-17,105.46,105.46,100.78,93.34,7345500,AXP,0,0
249,2018-12-18,101.98,102.57,100.47,93.19,5220800,AXP,0,1
250,2018-12-19,99.76,102.0,98.2,91.11,6195600,AXP,0,2
251,2018-12-20,97.91,98.87,95.26,88.34,7110500,AXP,0,3
252,2018-12-21,95.2,96.63,91.15,84.25,11005300,AXP,0,4
253,2018-12-24,90.74,91.55,89.5,82.56,3190900,AXP,0,0
254,2018-12-26,89.85,93.89,89.05,86.56,5383700,AXP,0,2
255,2018-12-27,92.36,94.68,91.26,87.34,4226600,AXP,0,3
256,2018-12-28,95.4,95.65,93.95,87.1,3225100,AXP,0,4
257,2018-12-31,95.13,95.61,94.3,87.93,2821100,AXP,0,0
258,2019-01-02,93.91,96.27,93.77,88.26,4175400,AXP,0,2
259,2019-01-03,94.79,95.18,93.23,86.54,4776600,AXP,0,3
260,2019-01-04,95.37,98.35,94.9,90.44,4637200,AXP,0,4
261,2019-01-07,97.77,98.92,97.02,90.93,3289000,AXP,0,0
262,2019-01-08,98.69,99.52,97.52,91.37,3227200,AXP,0,1
263,2019-01-09,98.74,99.59,98.15,91.54,2954500,AXP,0,2
264,2019-01-10,98.45,98.67,97.82,91.01,3523800,AXP,0,3
265,2019-01-11,97.88,98.68,97.36,91.28,2770600,AXP,0,4
266,2019-01-14,97.76,99.03,97.62,91.18,4120500,AXP,0,0
267,2019-01-15,98.61,98.87,97.74,90.76,5795100,AXP,0,1
268,2019-01-16,98.94,99.96,98.51,92.08,4701900,AXP,0,2
269,2019-01-17,99.41,100.24,98.57,92.15,5693300,AXP,0,3
270,2019-01-18,98.19,100.81,96.37,93.07,9872500,AXP,0,4
271,2019-01-22,99.85,100.68,98.96,92.47,4699800,AXP,0,1
272,2019-01-23,99.93,100.19,98.46,92.36,3585100,AXP,0,2
273,2019-01-24,99.69,100.54,99.38,92.36,3415900,AXP,0,3
274,2019-01-25,100.43,101.59,100.09,93.34,3488300,AXP,0,4
275,2019-01-28,100.05,100.41,99.48,92.98,3185400,AXP,0,0
276,2019-01-29,100.94,101.42,100.54,93.51,2827400,AXP,0,1
277,2019-01-30,101.09,102.85,100.54,95.1,3501500,AXP,0,2
278,2019-01-31,102.0,102.9,101.7,95.13,4302100,AXP,0,3
279,2019-02-01,102.41,103.53,102.41,95.46,4727800,AXP,0,4
280,2019-02-04,103.04,103.46,102.52,95.79,2578300,AXP,0,0
281,2019-02-05,103.63,104.18,103.41,96.24,2231200,AXP,0,1
282,2019-02-06,103.85,105.08,103.43,97.22,3595700,AXP,0,2
283,2019-02-07,104.06,104.78,103.61,96.69,3857300,AXP,0,3
284,2019-02-08,103.73,104.52,103.43,96.81,2581900,AXP,0,4
285,2019-02-11,104.95,105.56,104.81,97.64,2653800,AXP,0,0
286,2019-02-12,106.27,107.43,106.26,99.11,3238600,AXP,0,1
287,2019-02-13,107.55,108.47,107.1,99.63,3182100,AXP,0,2
288,2019-02-14,107.0,107.36,106.24,98.76,2385900,AXP,0,3
289,2019-02-15,107.33,108.09,107.12,99.46,3882300,AXP,0,4
290,2019-02-19,107.05,107.23,106.46,98.64,3692800,AXP,0,1
291,2019-02-20,106.57,107.18,106.5,98.9,3840800,AXP,0,2
292,2019-02-21,106.74,106.95,106.32,98.75,2566500,AXP,0,3
293,2019-02-22,106.98,107.55,106.86,99.52,2256400,AXP,0,4
294,2019-02-25,108.2,108.85,106.76,99.04,3333500,AXP,0,0
295,2019-02-26,106.67,107.62,106.42,99.05,2548100,AXP,0,1
296,2019-02-27,106.86,107.63,106.6,99.5,2393500,AXP,0,2
297,2019-02-28,107.22,108.45,107.08,99.79,3295800,AXP,0,3
298,2019-03-01,108.4,109.65,108.2,100.87,2682000,AXP,0,4
299,2019-03-04,109.56,110.09,107.76,100.96,4053200,AXP,0,0
300,2019-03-05,109.03,109.32,108.32,100.82,2685700,AXP,0,1
301,2019-03-06,108.93,109.45,108.85,100.94,2616000,AXP,0,2
302,2019-03-07,108.56,108.63,107.4,99.9,3048200,AXP,0,3
303,2019-03-08,106.79,108.07,106.68,100.02,2077100,AXP,0,4
304,2019-03-11,109.01,109.79,108.71,101.48,3289200,AXP,0,0
305,2019-03-12,109.74,111.28,109.74,102.28,3917500,AXP,0,1
306,2019-03-13,110.18,112.26,110.09,103.87,4234100,AXP,0,2
307,2019-03-14,112.39,112.78,111.88,104.06,3538200,AXP,0,3
308,2019-03-15,112.71,113.77,112.53,105.15,4780400,AXP,0,4
309,2019-03-18,113.75,114.25,113.16,105.17,2918000,AXP,0,0
310,2019-03-19,114.22,114.22,112.36,104.36,3331300,AXP,0,1
311,2019-03-20,112.26,112.46,110.6,102.6,3309300,AXP,0,2
312,2019-03-21,109.96,112.18,109.81,103.57,3111000,AXP,0,3
313,2019-03-22,111.29,111.32,108.99,101.39,3737400,AXP,0,4
314,2019-03-25,109.28,110.07,108.19,101.0,3596200,AXP,0,0
315,2019-03-26,109.99,110.4,109.05,101.42,2844500,AXP,0,1
316,2019-03-27,109.68,110.0,108.33,100.94,3346600,AXP,0,2
317,2019-03-28,109.42,109.88,108.49,101.11,2693300,AXP,0,3
318,2019-03-29,110.2,110.39,109.14,101.24,4891000,AXP,0,4
319,2019-04-01,110.29,112.04,110.08,103.46,5125100,AXP,0,0
320,2019-04-02,111.21,111.46,110.37,102.81,3568900,AXP,0,1
321,2019-04-03,111.82,112.0,110.35,102.41,3719700,AXP,0,2
322,2019-04-04,110.33,110.49,109.5,102.36,3619600,AXP,0,3
323,2019-04-05,110.48,111.21,110.44,103.14,4553700,AXP,0,4
324,2019-04-08,110.62,110.85,109.92,102.9,4776600,AXP,0,0
325,2019-04-09,110.01,110.31,109.49,102.11,2869300,AXP,0,1
326,2019-04-10,110.48,110.48,109.52,102.4,2650100,AXP,0,2
327,2019-04-11,110.51,110.83,109.42,102.11,2320600,AXP,0,3
328,2019-04-12,110.82,111.55,110.45,103.09,2316900,AXP,0,4
329,2019-04-15,110.92,110.97,110.25,102.74,2285000,AXP,0,0
330,2019-04-16,111.09,112.03,110.94,103.99,2523400,AXP,0,1
331,2019-04-17,112.31,112.5,111.25,103.88,3799900,AXP,0,2
332,2019-04-18,112.25,114.14,111.32,105.66,6186800,AXP,0,3
333,2019-04-22,112.6,113.4,112.23,104.41,3174400,AXP,0,0
334,2019-04-23,112.19,114.04,111.9,105.94,3342800,AXP,0,1
335,2019-04-24,113.76,114.36,113.42,105.98,2318400,AXP,0,2
336,2019-04-25,115.23,116.5,114.75,107.71,4595200,AXP,0,3
337,2019-04-26,116.59,117.73,116.1,109.31,2990600,AXP,0,4
338,2019-04-29,117.24,117.7,116.55,108.53,3096200,AXP,0,0
339,2019-04-30,117.05,117.35,116.1,108.97,2387900,AXP,0,1
340,2019-05-01,117.47,117.99,116.93,108.77,2450500,AXP,0,2
341,2019-05-02,117.0,117.65,116.68,108.99,2538700,AXP,0,3
342,2019-05-03,117.91,119.66,117.63,110.94,2856200,AXP,0,4
343,2019-05-06,117.26,119.61,117.05,110.93,2924500,AXP,0,0
344,2019-05-07,118.37,119.41,117.65,109.89,6282300,AXP,0,1
345,2019-05-08,117.83,118.11,116.82,109.21,4037500,AXP,0,2
346,2019-05-09,116.15,117.29,115.38,109.0,3219600,AXP,0,3
347,2019-05-10,116.86,118.93,116.21,110.11,2435100,AXP,0,4
348,2019-05-13,116.42,116.89,115.62,107.73,3710600,AXP,0,0
349,2019-05-14,115.98,117.73,115.77,108.76,2460700,AXP,0,1
350,2019-05-15,116.18,118.23,115.9,109.37,2711400,AXP,0,2
351,2019-05-16,117.77,120.35,117.77,111.39,4143500,AXP,0,3
352,2019-05-17,118.6,119.59,118.51,110.68,5273600,AXP,0,4
353,2019-05-20,118.83,120.32,118.62,111.39,2765600,AXP,0,0
354,2019-05-21,120.47,120.68,119.34,112.05,3369100,AXP,0,1
355,2019-05-22,120.36,120.88,119.44,111.55,2941100,AXP,0,2
356,2019-05-23,119.27,119.4,117.85,110.08,3290200,AXP,0,3
357,2019-05-24,119.21,119.63,118.33,111.09,2240100,AXP,0,4
358,2019-05-28,119.36,120.12,118.17,109.84,2550300,AXP,0,1
359,2019-05-29,117.71,117.81,116.04,108.76,2553900,AXP,0,2
360,2019-05-30,117.21,117.31,116.11,108.51,1882400,AXP,0,3
361,2019-05-31,115.77,115.98,114.56,106.63,2969100,AXP,0,4
362,2019-06-03,114.56,115.93,113.89,106.54,2968500,AXP,0,0
363,2019-06-04,115.71,117.0,115.23,108.61,3043200,AXP,0,1
364,2019-06-05,117.18,118.24,117.01,109.8,2568100,AXP,0,2
365,2019-06-06,118.42,119.64,118.15,111.01,2209300,AXP,0,3
366,2019-06-07,119.87,121.36,119.56,112.57,2481800,AXP,0,4
367,2019-06-10,121.6,123.45,121.41,114.02,3453700,AXP,0,0
368,2019-06-11,123.55,124.74,123.08,114.54,3303800,AXP,0,1
369,2019-06-12,122.92,123.19,121.59,113.43,2685700,AXP,0,2
370,2019-06-13,122.09,122.7,121.42,113.27,2343900,AXP,0,3
371,2019-06-14,122.01,122.61,120.94,113.4,2483800,AXP,0,4
372,2019-06-17,122.24,122.24,121.3,112.89,2094200,AXP,0,0
373,2019-06-18,122.81,125.05,122.21,114.73,2729200,AXP,0,1
374,2019-06-19,124.24,124.92,123.68,115.89,2951700,AXP,0,2
375,2019-06-20,125.69,126.4,124.47,116.12,3303200,AXP,0,3
376,2019-06-21,125.2,126.31,124.56,115.94,5703800,AXP,0,4
377,2019-06-24,124.98,125.42,124.01,115.39,2680900,AXP,0,0
378,2019-06-25,124.27,124.57,123.04,114.48,2387800,AXP,0,1
379,2019-06-26,123.18,124.0,123.03,114.88,1902500,AXP,0,2
380,2019-06-27,123.69,124.41,123.56,115.2,1504300,AXP,0,3
381,2019-06-28,124.29,124.55,123.2,114.74,4338900,AXP,0,4
382,2019-07-01,125.3,126.4,124.55,116.12,4008800,AXP,0,0
383,2019-07-02,124.78,125.33,124.6,116.28,4076100,AXP,0,1
384,2019-07-03,125.21,126.05,124.94,117.36,3714300,AXP,0,2
385,2019-07-05,126.13,126.19,124.31,116.93,3731500,AXP,0,4
386,2019-07-08,124.99,125.23,124.64,116.41,3332000,AXP,0,0
387,2019-07-09,124.27,126.04,124.18,117.39,2237100,AXP,0,1
388,2019-07-10,126.7,128.42,126.7,118.32,2733800,AXP,0,2
389,2019-07-11,126.98,127.69,126.44,118.68,2928100,AXP,0,3
390,2019-07-12,127.55,128.0,126.87,119.31,1639400,AXP,0,4
391,2019-07-15,128.25,128.68,127.76,119.88,2355700,AXP,0,0
392,2019-07-16,129.22,129.34,127.8,119.41,2734000,AXP,0,1
393,2019-07-17,128.02,128.64,127.01,118.49,2248900,AXP,0,2
394,2019-07-18,126.69,129.09,126.66,119.72,3524500,AXP,0,3
395,2019-07-19,126.8,128.0,123.8,116.39,7819000,AXP,0,4
396,2019-07-22,124.75,126.01,124.7,117.49,4839700,AXP,0,0
397,2019-07-23,126.38,128.98,126.36,119.54,4055100,AXP,0,1
398,2019-07-24,127.71,128.22,126.79,119.3,3628300,AXP,0,2
399,2019-07-25,127.81,128.19,126.5,118.56,2663500,AXP,0,3
400,2019-07-26,127.09,127.56,126.3,118.21,4236200,AXP,0,4
401,2019-07-29,126.91,127.46,126.54,118.6,1829500,AXP,0,0
402,2019-07-30,126.57,126.91,126.3,117.92,1575400,AXP,0,1
403,2019-07-31,126.53,126.59,123.62,115.97,3221000,AXP,0,2
404,2019-08-01,123.77,126.13,123.52,115.7,4489800,AXP,0,3
405,2019-08-02,123.92,124.91,123.08,115.91,3268800,AXP,0,4
406,2019-08-05,122.46,123.08,120.16,112.56,5876200,AXP,0,0
407,2019-08-06,121.06,122.85,120.87,114.27,3497000,AXP,0,1
