,ts_code,name,enname,classify,list_date,delist_date
1531,ARZTY,,ARYZTA UNSP.ADR 2:1,ADR,20100816,NaT
1532,AS,,AMER SPORTS,EQ,20240201,NaT
1533,ASAAF,,AT & S AU.TCHG.& (OTC) SYSTK.,EQ,20200930,NaT
1534,ASAGF,,AUST.AGRICULTURAL (OTC),EQ,20040713,NaT
1535,ASAI,,SENDAS DISTRIBUIDORA ADR 1:5,ADR,20210302,NaT
1536,ASAIF,,ARTIFICIAL (OTC) SOLUTIONS INTERNATIONAL,EQ,20201210,
1537,ASALF,,AMERICAN SALARS (OTC) LITHIUM,EQ,20240412,NaT
1538,ASAM,,ASSURANCEAMERICA,EQ,19990806,
1539,ASAN,,ASANA A,EQ,20200930,NaT
1540,ASAPF,,AURORA SPINE (OTC),EQ,20130927,NaT
1541,ASAPQ,,WAITR HLDGS,EQ,20230202,NaT
1542,ASASF,,ASIA STANDARD INTL.(OTC) GROUP,EQ,20110512,NaT
1543,ASAV,,ASI AVIATION,EQ,20200727,NaT
1544,ASAZF,,ASSA ABLOY B (OTC),EQ,20140113,NaT
1545,ASAZY,,ASSA ABLOY AB UNSP.ADR 2:1,ADR,20080429,NaT
1546,ASB,,ASSOCIATED BANC-CORP,EQ,19751208,NaT
1547,ASBFF,,ASSOCIATED BRIT. (OTC) FOODS,EQ,20140113,NaT
1548,ASBFY,,ASSD.BRIT.FDS.ADR 1:1,ADR,19920626,NaT
1549,ASBPRE,,ASSOCIATED BANC 40 DEPOSITARY SHARES,EQ,20180920,NaT
1550,ASBPRF,,ASSOCIATED BANC 40 DS,EQ,20200611,NaT
1551,ASBRF,,ASAHI GP.HDG. (OTC),EQ,20140113,NaT
1552,ASC,,ARDMORE SHIPPING,EQ,20130801,NaT
1553,ASCAU,,A SPAC I ACQUISITION UNITS,EQ,20220215,
1554,ASCB,,A SPAC II ACQUISITION,EQ,20220531,NaT
1555,ASCBQ,,ASCENDIA BRANDS,EQ,20000104,NaT
1556,ASCBU,,A SPAC II ACQUISITION UNITS,EQ,20220503,NaT
1557,ASCBW,,A SPAC II ACQ.EQ. WARRT. EXP 15TH OCT 2026,EQ,20220531,NaT
1558,ASCC,,ARISTOCRAT GROUP,EQ,20120313,NaT
1559,ASCCF,,ASICS (OTC),EQ,20140113,NaT
1560,ASCCY,,ASICS UNSPONSORED ADR 1:1,ADR,20141112,NaT
1561,ASCJF,,AMSC (OTC),EQ,20130429,NaT
1562,ASCK,,AUSCRETE,EQ,20160614,NaT
1563,ASCLF,,ASCLETIS PHARMA (OTC),EQ,20191119,NaT
1564,ASCN,,ABESCON BANCORP,EQ,19930415,NaT
1565,ASCOF,,ASCOPIAVE (OTC),EQ,20210423,NaT
1566,ASCUF,,ARIZONA SONORAN (OTC) COPPER,EQ,20220405,NaT
1567,ASDRF,,ASCENDANT RESOURCES(OTC),EQ,20110418,NaT
1568,ASDZF,,ARCTIC STAR (OTC) EXPLORATION,EQ,19600101,NaT
1569,ASEJF,,APT SATELLITE (OTC) HOLDINGS,EQ,19961210,NaT
1570,ASEKF,,AISIN (OTC),EQ,20140113,NaT
1571,ASEKY,,AISIN ADR 1:1,ADR,20081205,NaT
1572,ASFH,,ASIAFIN HLDGS,EQ,20220811,NaT
1573,ASFJ,,ASFG,EQ,19900220,NaT
1574,ASFT,,APPSOFT TECHS.,EQ,20180209,NaT
1575,ASFX,,AMERICAN SCIEN.RES.,EQ,19961119,NaT
1576,ASFZ,,ASSOCS.1ST.CAP.RESI.VAL. OBG.,EQ,20000410,NaT
1577,ASGLF,,AGC (OTC),EQ,20071009,NaT
1578,ASGLY,,AGC ADR 5:1,ADR,19750106,NaT
1579,ASGN,,ASGN,EQ,19920922,NaT
1580,ASGOF,,ASANTE GOLD (OTC),EQ,20120502,NaT
1581,ASGRF,,ASTRALIS (OTC),EQ,20200128,
1582,ASGTF,,ALTUS GROUP (OTC),EQ,20120724,NaT
1583,ASGXF,,ASIA GLOBAL CROSSING A,EQ,20001004,NaT
1584,ASH,,ASHLAND,EQ,19620702,NaT
1585,ASHGF,,ASHTROM GROUP (OTC),EQ,20240605,NaT
1586,ASHI,,ASBERRY 22 HLDGS,EQ,20130507,NaT
1587,ASHTF,,ASHTEAD GROUP (OTC),EQ,20140113,NaT
1588,ASHTY,,ASHTEAD GROUP ADR 1:4,ADR,20140702,NaT
1589,ASHXF,,PROGRESSIVE PLANET (OTC) SOLUTIONS,EQ,19600101,NaT
1590,ASII,,ACCREDITED SOLUTIONS,EQ,20101027,NaT
1591,ASIX,,ADVANSIX,EQ,20160916,NaT
1592,ASKE,,ALASKA PACIFIC ENERGY,EQ,20100406,NaT
1593,ASKH,,ASTIKA HOLDINGS,EQ,20130129,NaT
1594,ASLE,,AERSALE,EQ,20190228,NaT
1595,ASLHF,,ASL MARINE HOLDINGS(OTC),EQ,20030311,NaT
1596,ASLM,,AMERICAN SILV.MNG.,EQ,19750131,NaT
1597,ASLN,,ASLAN PHARMS.ADR 1:200,ADR,20180504,NaT
1598,ASLRF,,ALIEN METALS (OTC),EQ,20140113,NaT
1599,ASM,,AVINO SILVER & GD. (ASE) MINES,EQ,19970829,NaT
1600,ASMB,,ASSEMBLY BIOSCIENCES,EQ,20101218,NaT
1601,ASMIY,,ASM INTERNATIONAL SPN. ADR 1:1,ADR,19810512,NaT
1602,ASML,,ASML HLDG.ADR 1:1,ADR,19950315,NaT
1603,ASMLF,,ASML HOLDING (OTC),EQ,20130315,NaT
1604,ASMMF,,AUSTRALIAN (OTC) STRATEGIC MATERIALS,EQ,20200918,NaT
1605,ASMVF,,ASMPT (OTC),EQ,20140113,NaT
1606,ASMVY,,ASMPT ADR 1:3,ADR,20120307,NaT
1607,ASMXF,,ASM INTERNATIONAL (OTC),EQ,20200316,NaT
1608,ASNCF,,A-SONIC AEROSPACE (OTC),EQ,20140113,NaT
1609,ASND,,ASCENDIS PHARMA ADR 1:1,ADR,20150128,NaT
1610,ASNHF,,AVIDUS MANAGEMENT GROUP,EQ,20110208,NaT
1611,ASNS,,ACTELIS NETWORKS,EQ,20220516,NaT
1612,ASNXF,,ASANTE (OTC),EQ,20130509,NaT
1613,ASO,,ACADEMY SPORTS AND OUTDOORS,EQ,20201002,NaT
1614,ASOMF,,ASOS (OTC),EQ,20140113,NaT
1615,ASOMY,,ASOS UNSPONSORED ADR 1:1,ADR,20100602,NaT
1616,ASOZF,,ASSECO POLAND (OTC),EQ,20090513,NaT
1617,ASOZY,,ASSECO PLD.UNSP. POLAND ADR 1:1,ADR,20100724,NaT
1618,ASPAU,,ABRI SPAC I UNITS,EQ,20210810,
1619,ASPAW,,ABRI SPAC I EQ. WARRT. EXP 18TH SEP 2026,EQ,20210906,
1620,ASPCQ,,ACERUS (OTC) PHARMACEUTICALS,EQ,20111101,
1621,ASPD,,ASPEN DIGITAL,EQ,20200828,NaT
1622,ASPGF,,ASPIRE GLOBAL (OTC),EQ,20210107,
1623,ASPHF,,ASCENTAGE PHARMA (OTC) GROUP INTERNATIONAL,EQ,20210521,NaT
1624,ASPI,,ASP ISOTOPES,EQ,20221110,NaT
1625,ASPN,,ASPEN AEROGELS,EQ,20140613,NaT
1626,ASPR,,ADSOUTH PARTNERS,EQ,20020416,NaT
1627,ASPS,,ALTISOURCE PRTF.SLTN.,EQ,20090731,NaT
1628,ASPT,,ALADDIN SEPTN.TECHS.,EQ,20151217,NaT
1629,ASPU,,ASPEN GROUP,EQ,20110701,NaT
1630,ASPW,,ARISTA POWER,EQ,20091030,NaT
1631,ASPZ,,ASIA PROPERTIES,EQ,20010109,NaT
1632,ASR,,GRUPO AEROPORTUARIO DEL SURESTE ADR 1:10,ADR,20000927,NaT
1633,ASRAF,,AS ROMA (OTC),EQ,20131025,NaT
1634,ASRE,,ASTRA ENERGY,EQ,20101216,NaT
1635,ASRMF,,GRUPO AEROPORTUARIO DEL SURESTE SR.B (OTC),EQ,20000927,NaT
1636,ASROF,,ASTROCAST (OTC),EQ,20220728,NaT
1637,ASRPF,,ASARINA PHARMA (OTC),EQ,20191230,
1638,ASRRF,,ASR NEDERLAND (OTC),EQ,20170612,NaT
1639,ASRT,,ASSERTIO HOLDINGS,EQ,19971202,NaT
1640,ASRV,,AMERISERV FINL.,EQ,19841130,NaT
1641,ASSLF,,ASSETCO (OTC),EQ,20110708,NaT
1642,ASST,,ASSET ENTITIES B,EQ,20230203,NaT
1643,ASTA,,ASTRA VEDA,EQ,20120828,NaT
1644,ASTC,,ASTROTECH,EQ,19951221,NaT
1645,ASTE,,ASTEC INDUSTRIES,EQ,19860618,NaT
1646,ASTH,,ASTRANA HEALTH,EQ,19990409,NaT
1647,ASTI,,ASCENT SOLAR TECHS.,EQ,20060710,NaT
1648,ASTL,,ALGOMA STEEL GROUP,EQ,20210304,NaT
1649,ASTO,,ASTRO COMMS.,EQ,19600101,NaT
1650,ASTR,,ASTRA SPACE A,EQ,20201006,NaT
1651,ASTS,,AST SPACEMOBILE A,EQ,20191106,NaT
1652,ASTTF,,AUSTRALIS OIL & GAS(OTC),EQ,20180809,NaT
1653,ASTVF,,AUSTEVOLL SEAFOOD (OTC),EQ,20110707,NaT
1654,ASUR,,ASURE SOFTWARE,EQ,19920407,NaT
1655,ASUTZ,,ASUSTEK COMPUTER 144A,GDR,20100630,NaT
1656,ASUUY,,ASUSTEK COMPUTER (OTC),GDR,20030721,NaT
1657,ASWRF,,GUNGNIR RESOURCES (OTC),EQ,19790102,NaT
1658,ASX,,ASE TECHNOLOGY HOLDING ADR 1:2,ADR,20180420,NaT
1659,ASXC,,ASENSUS SURGICAL (ASE),EQ,19910806,NaT
1660,ASXFF,,ASX (OTC),EQ,20140113,NaT
1661,ASXFY,,ASX UNSP.ADR 1:1,ADR,20100719,NaT
1662,ASXSF,,ELYSEE DEVELOPMENT (OTC),EQ,19600101,NaT
1663,ASYS,,AMTECH SYS.,EQ,19830802,NaT
1664,ATAAY,,ATACADAO ADR 1:4,ADR,20201209,NaT
1665,ATADF,,ATAC RESOURCES (OTC),EQ,19600101,
1666,ATAI,,ATAI LIFE SCIENCES N V,EQ,20210618,NaT
1667,ATAKU,,AURORA TECHNOLOGY ACQUISITION UNITS,EQ,20220207,
1668,ATAO,,ALTAIR INTERNATIONAL,EQ,20200715,NaT
1669,ATAQ,,ALTIMAR ACQUISITION III A,EQ,20210426,
1670,ATAQ.U,,ALTIMAR ACQUISITION III UNITS,EQ,20210304,
1671,ATAR,,AVATAR VENTURES,EQ,20110308,NaT
1672,ATASF,,ATLANTIA (OTC),EQ,20140113,
1673,ATAT,,ATOUR LFY.HDG.AMER. DEPY.SHS.1:3 ADR,ADR,20221111,NaT
1674,ATAZF,,ATEA (OTC),EQ,20130613,NaT
1675,ATBHF,,ASTON BAY HOLDINGS (OTC),EQ,20140611,NaT
1676,ATBPF,,ANTIBE THERAPEUTICS(OTC),EQ,20141009,NaT
1677,ATBSF,,AUTOBACS SEVEN (OTC),EQ,20180628,NaT
1678,ATCC,,AMERITRUST,EQ,20100909,NaT
1679,ATCD,,ALTAIR CORP DEL,EQ,19721214,NaT
1680,ATCH,,ATLASCLEAR HOLDINGS(ASE),EQ,20210310,NaT
1681,ATCLF,,ADVANCETC (OTC),EQ,20201127,NaT
1682,ATCMF,,ATICO MINING (OTC),EQ,20130211,NaT
1683,ATCN,,ATEC,EQ,19901019,NaT
1684,ATCOPRD,,ATLAS 7 95 CUM.RED. PREF. SR.D,EQ,20160302,NaT
1685,ATCOPRH,,ATLAS CUM.RED.PREF. SR.H,EQ,20180319,NaT
1686,ATCOPRI,,ATLAS CUM.RED.PERP. PREF. SR.I,EQ,20180913,
1687,ATCUF,,ALTA COPPER (OTC),EQ,19600101,NaT
1688,ATCV,,ATC VENTURE GROUP,EQ,19871124,NaT
1689,ATDEF,,MONTANA EXP. (OTC),EQ,19600101,NaT
1690,ATDRF,,AUTO TRADER GROUP (OTC),EQ,20151201,NaT
1691,ATDRY,,AUTO TRADER GROUP ADR 4:1,ADR,20150811,NaT
1692,ATDS,,DATA443 RISK MITIGATION,EQ,19981008,NaT
1693,ATEAY,,ATEA ASA UNSP.NOR. ADR 2:1,ADR,20210930,NaT
1694,ATEC,,ALPHATEC HOLDINGS,EQ,20060601,NaT
1695,ATEK,,ATHENA TECHNOLOGY ACQUISITION A,EQ,20220128,NaT
1696,ATEK.U,,ATHENA TECHNOLOGY ACQUISITION II UNITS,EQ,20211210,NaT
1697,ATEKWS,,ATHENA TECH.ACQ.II EQ. WTS.EXP 17TH OCT 2028,EQ,20220128,
1698,ATEN,,A10 NETWORKS,EQ,20140321,NaT
1699,ATER,,ATERIAN,EQ,20190612,NaT
1700,ATEX,,ANTERIX,EQ,20150203,NaT
1701,ATEYY,,ADVANTEST ADR 1:1,ADR,20010917,NaT
1702,ATGE,,ADTALEM GLOBAL EDUCATION,EQ,19910621,NaT
1703,ATGFF,,ALTAGAS (OTC),EQ,20100716,NaT
1704,ATGGF,,ACTINOGEN MEDICAL (OTC),EQ,20180918,NaT
1705,ATGL,,ALPHA TECHNOLOGY GROUP,EQ,20231031,NaT
1706,ATGN,,ALTIGEN COMMS.,EQ,19991005,NaT
1707,ATGSF,,AUTOGRILL (OTC),EQ,20140113,
1708,ATGSY,,AGRL.SPA UNSP.ITALY ADR 1:1,ADR,20110119,
1709,ATGVF,,ACTIVE ENERGY GROUP(OTC),EQ,20161116,NaT
1710,ATHA,,ATHIRA PHARMA,EQ,20200918,NaT
1711,ATHC,,ACCELERATED TECHS.HLDG.,EQ,19901005,NaT
1712,ATHE,,ALTERITY THERAPEUTICS ADR 1:600,ADR,20020905,NaT
1713,ATHGF,,AUCTION TECHNOLOGY (OTC) GROUP,EQ,20240104,NaT
1714,ATHHF,,AETHER CATALYST (OTC) SOLUTIONS,EQ,20211008,NaT
1715,ATHI,,AMERICAN TRSP.HOLDINGS,EQ,20101129,NaT
1716,ATHJF,,PERCHERON (OTC) THERAPEUTICS,EQ,20140113,NaT
1717,ATHJY,,PERCHERON THERAPEUTICS ADR 1:20,ADR,20050110,NaT
1718,ATHM,,AUTOHOME ADS 1:4,ADR,20131211,NaT
1719,ATHOF,,ATHABASCA OIL (OTC),EQ,20100427,NaT
1720,ATHPRA,,ATHENE HOLDING DPREC.,EQ,20190607,NaT
1721,ATHPRB,,ATHENE HLDG DEPOSITORY SHARES,EQ,20190917,NaT
1722,ATHPRC,,ATHENE HOLDING 1000 DEPOSITARY SHARES,EQ,20200605,NaT
1723,ATHPRD,,ATHENE HOLDING DS,EQ,20201215,NaT
1724,ATHPRE,,ATHENE DEPOSITARY,EQ,20221208,NaT
1725,ATHXQ,,ATHERSYS,EQ,20061110,NaT
1726,ATI,,ATI,EQ,19870508,NaT
1727,ATIF,,ATIF HOLDINGS,EQ,20190503,NaT
1728,ATIG,,ATLANTIS GAMING,EQ,20040323,NaT
1729,ATIP,,ATI PHYSICAL THERAPY A,EQ,20201002,NaT
1730,ATIW,,ATI NETWORKS,EQ,19890124,NaT
1731,ATIXF,,ANALYTIXINSIGHT (OTC),EQ,20140114,NaT
1732,ATKR,,ATKORE,EQ,20160610,NaT
1733,ATLC,,ATLANTICUS HOLDINGS,EQ,19990415,NaT
1734,ATLCP,,ATLANTICUS HDG.7. 625 CUM.PERP.PREF. SR.B,EQ,20210614,NaT
1735,ATLCY,,ATLAS COPCO ADR 1:1,ADR,19891128,NaT
1736,ATLDF,,ATLANTA GOLD,EQ,20140113,NaT
1737,ATLFF,,ATLAS COPCO B (OTC),EQ,20221019,NaT
1738,ATLKY,,ATLAS COPCO ADR 1:1,ADR,19920626,NaT
1739,ATLMF,,ATALAYA MINING (OTC),EQ,20230323,NaT
1740,ATLN,,ATLANTIC INTERNATIONAL,EQ,20210827,NaT
1741,ATLO,,AMES NAT.,EQ,19950417,NaT
1742,ATLPF,,ATLAS COPCO A (OTC),EQ,20220705,NaT
1743,ATLX,,ATLAS LITHIUM,EQ,20140718,NaT
1744,ATMC,,ALPHATIME ACQUISITION,EQ,20230119,NaT
1745,ATMCU,,ALPHATIME ACQUISITION UNITS,EQ,20221230,NaT
1746,ATMFF,,ATMOFIZER (OTC) TECHNOLOGIES,EQ,20220106,NaT
1747,ATMGF,,ATCO MINING (OTC),EQ,20230324,NaT
1748,ATMH,,ALL THINGS MOBILE ANALYTIC,EQ,20110823,NaT
1749,ATMMF,,ATOMIC MINERALS (OTC),EQ,20230313,NaT
1750,ATMO,,AMERICATOWNE HOLDINGS,EQ,19981007,NaT
1751,ATMTF,,ANDRADA MINING (OTC),EQ,20210202,NaT
1752,ATMU,,ATMUS FILTRATION TECHNOLOGIES,EQ,20230526,NaT
1753,ATMV,,ALPHAVEST ACQUISITION,EQ,20230125,NaT
1754,ATMVU,,ALPHAVEST ACQUISITION UNITS,EQ,20221220,NaT
1755,ATNE,,ALTERNATIVE EN.TECH.,EQ,20010829,NaT
1756,ATNF,,180 LIFE SCIENCES,EQ,20170627,NaT
1757,ATNFW,,180 LFSE.EQ.WARRT. EXP 7TH NOV 2025,EQ,20200814,NaT
1758,ATNI,,ATN INTERNATIONAL,EQ,19911114,NaT
1759,ATNM,,ACTINIUM PHARMACEUTICALS,EQ,20110602,NaT
1760,ATNNF,,AUTONEUM HOLDING (OTC),EQ,20110701,NaT
1761,ATNPQ,,ATLANTIS TECHNOLOGY GROUP,EQ,19970512,NaT
1762,ATNXQ,,ATHENEX,EQ,20170614,
1763,ATO,,ATMOS ENERGY,EQ,19831228,NaT
1764,ATOGF,,AUTO1 GROUP (OTC),EQ,20210804,NaT
1765,ATOGY,,AUTO1 GP.SE UNSP. GERM. ADR 2:1,ADR,20230217,NaT
1766,ATOM,,ATOMERA,EQ,20160805,NaT
1767,ATONF,,ANTON OILFIELD SVS.(OTC) GROUP,EQ,20110810,NaT
1768,ATONY,,ANTON OLSR.GP.UNSP. CYISL.ADR 1:200,ADR,20130131,NaT
1769,ATOR,,ASTOR EXPORATIONS,EQ,20001207,NaT
1770,ATOS,,ATOSSA THERAPEUTICS,EQ,20121108,NaT
1771,ATOXF,,DURANGO RESOURCES (OTC),EQ,20120413,NaT
1772,ATPC,,AGAPE ATP,EQ,20181005,NaT
1773,ATPL,,ATLANTIS PLASTICS,EQ,19870827,NaT
1774,ATR,,APTARGROUP,EQ,19930423,NaT
1775,ATRA,,ATARA BIOTHERAPEUTICS,EQ,20141016,NaT
1776,ATRC,,ATRICURE,EQ,20050627,NaT
1777,ATRI,,ATRION,EQ,19721214,NaT
1778,ATRO,,ASTRONICS,EQ,19750102,NaT
1779,ATROB,,ASTRONICS 'B',EQ,20120724,NaT
1780,ATRRF,,ALTAREA (OTC),EQ,20180625,NaT
1781,ATRWF,,ALTIUS RENEWABLE (OTC) ROYALTIES,EQ,20210413,NaT
1782,ATRX,,ADHERA THERAPEUTICS,EQ,20120202,NaT
1783,ATS,,ATS (NYS),EQ,20140113,NaT
1784,ATSG,,AIR TRANSPORT SVS.GP.,EQ,20030725,NaT
1785,ATSKF,,ALLIED TELESIS (OTC) HDG.KK,EQ,20140113,NaT
1786,ATTBF,,ABATTIS BIOCEUTICALS,EQ,20120920,NaT
1787,ATTGF,,AUTO ITALIA (OTC) HOLDINGS,EQ,20161207,NaT
1788,ATTOF,,ATENTO,EQ,20141002,NaT
1789,ATTRF,,CAPITALAND ASCOTT (OTC) STAPLED UNIT,EQ,20140113,NaT
1790,ATUS,,ALTICE USA 'A',EQ,20170622,NaT
1791,ATUSF,,ALTIUS MINERALS (OTC),EQ,20140113,NaT
1792,ATUUF,,TENAZ ENERGY (OTC),EQ,20180522,NaT
1793,ATVDY,,ATRESMEDIA CORPN.DE MEDIOS DE CMNI.ADR 1:1,ADR,20171023,NaT
1794,ATVI,,ACTIVISION BLIZZARD,EQ,19830609,
1795,ATVK,,AMERITEK VENTURES,EQ,20121128,NaT
1796,ATVVF,,AUSTRALIAN VANADIUM(OTC),EQ,20180109,NaT
1797,ATVXF,,ACTIVIA PROPERTIES (OTC),EQ,20170126,NaT
1798,ATWT,,ATWEC TECHS.,EQ,19980313,NaT
1799,ATXG,,ADDENTAX GROUP,EQ,20161212,NaT
1800,ATXI,,AVENUE THERAPEUTICS,EQ,20170627,NaT
1801,ATXMF,,ADVANTEX MARKETING (OTC) INTERNATIONAL,EQ,20091001,NaT
1802,ATXS,,ASTRIA THERAPEUTICS,EQ,20150625,NaT
1803,ATYG,,ATLAS TECHNOLOGY GROUP,EQ,19991105,NaT
1804,ATYM,,ASIA TIME,EQ,20080206,NaT
1805,ATYR,,ATYR PHARMA,EQ,20150507,NaT
1806,ATZAF,,ARITZIA (OTC),EQ,20170608,NaT
1807,AU,,ANGLOGOLD ASHANTI SPN. ADR.1:1,ADR,19721214,
1808,AU,,ANGLOGOLD ASHANTI (NYS),EQ,20230926,NaT
1809,AUB,,ATLANTIC UNION BANKSHARES,EQ,19931006,NaT
1810,AUBN,,AUBURN NAT.BANCORP.,EQ,19950906,NaT
1811,AUBPRA,,ATLANTIC UN BANKSHARES 400 DEP,EQ,20200603,NaT
1812,AUCCF,,EUROPACIFIC METALS (OTC),EQ,20211105,NaT
1813,AUCM,,AUCTIONCITIES COM,EQ,20050310,NaT
1814,AUCOY,,POLYMETAL INTERNATIONAL ADR 1:1,ADR,20150116,
1815,AUCTF,,AUCNET (OTC),EQ,20230302,NaT
1816,AUCUF,,INFLECTION (OTC) RESOURCES,EQ,20200915,NaT
1817,AUDAQ,,AUDACY,EQ,19990129,NaT
1818,AUDC,,AUDIOCODES (NAS),EQ,19990528,NaT
1819,AUDGF,,AUDINATE (OTC),EQ,20190812,NaT
1820,AUDYF,,AUSNUTRIA DAIRY (OTC),EQ,20210312,NaT
1821,AUEEF,,AURA ENERGY (OTC),EQ,20140113,NaT
1822,AUGG,,AUGUSTA GOLD,EQ,20111017,NaT
1823,AUGX,,AUGMEDIX,EQ,20210331,NaT
1824,AUHEF,,ANHUI EXPWY.'H' (OTC),EQ,20140113,NaT
1825,AUHIF,,ADVANCED GOLD (OTC) EXPLORATION,EQ,20211207,NaT
1826,AUHYF,,ANADOLU HAYAT (OTC) EKLK.,EQ,20140113,NaT
1827,AUIAF,,AURANIA RESOURCES (OTC),EQ,20170413,NaT
1828,AUID,,AUTHID,EQ,20160518,NaT
1829,AUKNY,,AUL.INAPT.ADR 1:5,ADR,20110214,NaT
1830,AUKUF,,AMS-OSRAM AG (OTC),EQ,20121019,NaT
1831,AULGF,,ANGLOGOLD ASHANTI (OTC),EQ,20050308,
1832,AULRF,,AURELIUS SE & CO. (OTC),EQ,20150210,NaT
1833,AULSF,,AUSTAR LIFESCIENCES(OTC),EQ,20240122,NaT
1834,AULT,,AULT ALLIANCE (ASE),EQ,19961217,NaT
1835,AULTPRD,,AULT ALL.13 00 CUM. RED. PERP.PREF. SR.D,EQ,20220607,NaT
1836,AUMBF,,1911 GOLD (OTC),EQ,20180730,NaT
1837,AUMC,,AURYN MINING,EQ,19990329,NaT
1838,AUMMF,,AUMEGA METALS (OTC),EQ,20210217,NaT
1839,AUMN,,GOLDEN MINERALS,EQ,20090327,NaT
1840,AUMTF,,AURELIA METALS (OTC),EQ,20190826,NaT
1841,AUNA,,AUNA A,EQ,20240322,NaT
1842,AUNFF,,AURCANA SILVER (OTC),EQ,19960722,NaT
1843,AUNM,,AUCTION MILLS,EQ,20040630,NaT
1844,AUNXF,,AXP ENERGY (OTC),EQ,20140113,NaT
1845,AUOTY,,AUO ADR 1:10,ADR,20020419,NaT
1846,AUPH,,AURINIA PHARMACEUTICALS,EQ,20140113,NaT
1847,AUQSF,,AUSQUEST (OTC),EQ,20231030,NaT
1848,AUR,,AURORA INNOVATION A,EQ,20210510,NaT
1849,AURA,,AURA BIOSCIENCES,EQ,20211029,NaT
1850,AURCU,,AURORA ACQUISITION UNITS,EQ,20210304,
1851,AURI,,AURI,EQ,20020918,NaT
1852,AUROW,,ARA.INNVN.EQ.WARRT. EXP 03RD NOV 2026,EQ,20210510,NaT
1853,AURQF,,AURELIUS MINERALS (OTC),EQ,20200624,NaT
1854,AURT,,ATTUNE RTD,EQ,20120724,NaT
1855,AURWF,,AURWEST RESOURCES (OTC),EQ,20210622,NaT
1856,AURX,,NUO THERAPEUTICS,EQ,20170214,NaT
1857,AUSAF,,AUSTRALIS CAPITAL (OTC),EQ,20180928,NaT
1858,AUSDF,,PERENTI (OTC),EQ,20130205,NaT
1859,AUSI,,AURA SYSTEMS,EQ,19600101,NaT
1860,AUST,,AUSTIN GOLD,EQ,20220504,NaT
1861,AUSTF,,AUSTIN ENGINEERING (OTC),EQ,20090902,NaT
1862,AUSVF,,GOLD79 MINES (OTC),EQ,20140113,NaT
1863,AUTL,,AUTOLUS THERAPEUTICS ADR 1:1,ADR,20180622,NaT
1864,AUTLF,,AUSTAL (OTC),EQ,19981204,NaT
1865,AUTR,,AUTRIS,EQ,20110120,NaT
1866,AUUAF,,ALUULA COMPOSITES (OTC),EQ,20240514,NaT
1867,AUUD,,AUDDIA,EQ,20210217,NaT
1868,AUUDW,,AUDDIA EQ.WARRT.EXP 17TH OCT 2025,EQ,20210217,NaT
1869,AUUMF,,AUMANN (OTC),EQ,20180702,NaT
1870,AUVGF,,AUSTRALIAN VINTAGE (OTC),EQ,19920312,NaT
1871,AUVIQ,,APPLIED UV,EQ,20200831,NaT
1872,AUVPQ,,APPLIED UV PREF. SERIES A,EQ,20210714,NaT
1873,AUXIF,,AUXICO RESOURCES (OTC) CANADA,EQ,20191203,NaT
1874,AUXXF,,ALLEGIANT GOLD (OTC),EQ,20180206,NaT
1875,AVA,,AVISTA,EQ,19620702,NaT
1876,AVACF,,AVANCE GAS HDG. (OTC),EQ,20131029,NaT
1877,AVACU,,AVALON ACQUISITION UNITS,EQ,20211007,
1878,AVAH,,AVEANNA HEALTHCARE HOLDINGS,EQ,20210429,NaT
1879,AVAI,,AVANT TECHNOLOGIES,EQ,20200406,NaT
1880,AVAL,,GRUPO AVAL ACCIONES Y VALORES ADR 1:20,ADR,20140923,NaT
1881,AVAV,,AEROVIRONMENT,EQ,20070122,NaT
1882,AVB,,AVALONBAY COMMNS.,EQ,19940311,NaT
1883,AVBH,,AVIDBANK HOLDINGS,EQ,20120724,NaT
1884,AVBP,,ARRIVENT BIOPHARMA,EQ,20240126,NaT
1885,AVCNF,,AVICANNA (OTC),EQ,20190903,NaT
1886,AVCRF,,AVRICORE HEALTH (OTC),EQ,20131122,NaT
1887,AVCTF,,AVACTA GROUP (OTC),EQ,20200513,NaT
1888,AVCTQ,,AMERICAN VIRTUAL CLOUD TECHNOLOGIES,EQ,20170808,
1889,AVCVF,,MONITOR VENTURES (OTC),EQ,20140113,NaT
1890,AVD,,AMER.VANGUARD,EQ,19870302,NaT
1891,AVDL,,AVADEL PHARMACEUTICALS,EQ,19960607,NaT
1892,AVDWF,,ADVENT-AWI HDG. (OTC),EQ,19600101,NaT
1893,AVDX,,AVIDXCHANGE HOLDINGS,EQ,20211013,NaT
1894,AVEFF,,AVECHO (OTC) BIOTECHNOLOGY,EQ,20221121,NaT
1895,AVEW,,AVEW HOLDINGS,EQ,19920320,NaT
1896,AVEXF,,AVEX GROUP HOLDINGS(OTC),EQ,20240510,NaT
1897,AVFCF,,ADVFN (OTC),EQ,20210121,NaT
1898,AVFP,,AVIS FINANCIAL,EQ,19980302,
1899,AVGDF,,AVIDIAN GOLD A (OTC),EQ,20200722,NaT
1900,AVGO,,BROADCOM,EQ,20090806,NaT
1901,AVGR,,AVINGER,EQ,20150130,NaT
1902,AVHHL,,AVITA MEDICAL CDI (OTC),EQ,20140113,NaT
1903,AVHI,,ACHARI VENTURES HOLDINGS I,EQ,20211117,
1904,AVHIU,,ACHARI VENTURES HOLDINGS I UNITS,EQ,20211015,
